,q_RIBFLV,YCIC_at,YHZA_at,YTIA_at,YCDH_at,YRBA_at,NADA_at,YRZI_r_at,YHFH_r_at,NADC_at,YOPF_i_at,NADB_at,YHDX_r_at,ACOL_at,YXLH_at,YPUF_at,MTLD_at,ACOC_at,ACOA_at,YORT_i_at,YRPE_at,YPUD_at,DEGQ_r_at,YXLD_at,YCGN_at,ACOB_at,YXLF_at,YXLE_at,YXLC_at,NDK_at,YQGN_P_i_at,YORN_i_at,ARGF_at,YTGD_at,YXLG_at,MTLA_at,ETFB_at,RAPA_at,YPSB_at,GUAB_at,YOQP_at,YOCH_at,CARB_at,PURC_at,AHPC_at,GAPB_at,YOPG_i_at,YOEB_at,BGLS_at,ARGH_at,YOPY_i_at,XLYA_at,YCGO_at,GSIB_at,PTSH_at,YTCF_at,SIGY_at,RPSF_at,GSPA_at,csbD_i_at,GLPD_at,YPUG_at,RPSJ_at,YOQE_at,YTGA_at,YDCL_at,GAP_at,YUKE_at,YDCM_at,YRDD_i_at,RPSD_at,RPMJ_i_at,YTGC_at,YTGB_at,CARA_at,YUTI_at,YUSG_at,YOCA_at,XHLA_at,YHEF_at,YHAY_at,YOQG_at,YCIB_at,ILVC_at,LICA_at,ABH_at,YCGM_at,YOSJ_at,YVFL_at,PURB_at,YXLJ_at,ALD_at,TRXA_at,XHLB_at,YORQ_at,RPSG_at,YBFG_at,ABRB_at,PCKA_at,YDII_at,YCKE_at
knh_504_BS3416_E_Fbat1071_PT48_1.Rep.CEL,-8.158429363,7.271899559,7.968126895,8.066724231,8.507450246,8.698752221,8.96229852,9.626897607,8.19146044,8.761552837,6.870547845,8.084325065,11.28943624,11.13758052,9.462856299,9.658047362,9.917234921,10.673167,11.34241855,5.330019619,6.355941542,10.67427761,8.261909143,11.50012556,11.20249414,10.02379514,10.9031912,10.7435383,11.32341874,10.87177127,7.423289281,6.805497409,8.265081025,8.078632449,10.70336604,9.768370757,9.178796949,10.51695074,9.631666206,8.332787305,6.534365919,8.195934909,9.325806915,9.866503976,11.43117536,8.852474242,6.774687262,9.460880129,8.800357588,8.908325846,5.49302011,9.195425098,11.62120835,10.61130375,10.84494097,8.452318347,10.39106292,8.996901813,8.231715481,10.99933171,7.870573208,8.639435812,9.38511966,6.35893883,8.972058591,8.282631123,9.656342739,10.55664904,7.620687716,7.254579285,6.931166566,10.15187097,8.188392546,8.72415452,9.25624628,10.74551001,10.05140503,8.64868802,9.40546314,6.043009718,6.8106901,6.526266561,6.252907373,10.33619789,10.80493478,10.38531259,10.40002058,6.70682188,7.602518389,9.983632436,8.627637637,9.155903774,10.24352614,9.44962086,4.909400187,9.731128052,8.450376315,10.4755834,8.288449647,10.41283407,9.378861163
knh_506_BS3416_E_Fbat1078_PT24_2.Rep.CEL,-5.673002535,7.362209214,8.217374623,7.866701643,6.709719266,8.09192546,8.508960051,9.276802922,9.45926444,8.745479581,9.018398205,7.745809543,12.02146441,11.95282977,9.656031829,10.34017237,10.55861013,11.92551228,12.02780186,6.435310073,6.350054177,10.53786741,9.035189489,10.4788277,7.71467646,11.56435855,9.90812684,9.477714691,10.30857133,9.085509395,7.697141961,7.677838455,7.648698815,7.238077155,10.12072897,10.08124051,9.660656081,10.85308096,8.205636809,8.100186988,7.392091388,7.810712055,8.9461458,9.78078735,11.02263425,9.846623646,7.709740648,8.810787832,9.194517302,8.606382727,6.553064373,12.2866737,9.088147933,9.825159841,9.785011461,9.530240387,9.417112159,8.006998436,7.672011052,9.862630376,7.885583945,8.847343093,8.567345078,6.831823089,7.848978765,6.25726697,9.869605491,8.988172247,5.692426569,7.456148971,6.683703417,9.00196065,7.777493072,8.152511431,9.019816691,10.62328022,8.655709337,8.573268846,12.23043077,7.627984809,8.765077128,7.234758028,5.874677441,9.040488053,10.70154275,9.293582917,7.685422783,7.564633555,7.391289435,9.964203108,8.751889173,9.717299998,10.3824551,12.34502211,7.333725709,8.688321943,11.6081826,9.253776671,9.800017432,10.81715512,9.925567457
knh_507_BS3416_E_Fbat1078_PT30_2.Rep.CEL,-6.13796526,7.184598592,8.051365443,7.635082272,6.87810216,7.396140437,7.836519525,10.22663528,10.25589885,8.047155063,8.238859783,7.366345302,12.59275601,10.01834024,10.23074344,9.570915204,10.1438504,9.842968111,10.20961346,5.907897704,6.275090927,9.965970381,10.09449077,11.45030281,8.375701604,9.665589152,11.0346206,10.55844339,11.30058138,10.12198479,7.992022037,6.897396022,7.079041469,7.21178086,10.91361667,9.7392765,9.44159919,10.89823236,9.37553836,9.491058266,6.733607039,8.494623534,8.222012569,10.87415658,11.12890585,10.22513876,7.12580957,9.242959434,9.249390016,8.280103224,5.926875523,9.574493551,9.639447688,10.30061391,10.45048788,9.811853169,10.79564678,9.247763568,8.390190924,10.73663487,8.132916158,8.164229596,9.680345767,6.085770939,7.944218158,8.228058174,10.35742192,9.355968016,7.689633097,7.104413968,7.739555468,10.12082453,7.505682727,7.96796703,8.283139968,11.51062778,9.301934873,9.130241421,9.454634218,6.656298578,8.007557926,6.575042519,5.844363593,9.853018141,10.41696281,10.30227997,7.957903529,7.004612845,7.188983426,11.21757784,8.924953958,11.46379383,11.18848127,9.685760604,6.556210642,9.6762791,9.398944498,9.688242238,9.935222699,11.25797695,10.99977824
knh_508_BS3416_E_Fbat1078_PT48_2.Rep.CEL,-7.333516069,7.491111791,7.971920668,7.980130464,8.044767822,9.166172974,9.209112268,8.92238041,8.192516786,8.884981468,9.529148384,7.989759597,10.86034564,11.32336204,9.780263785,10.69290303,9.477081717,11.03548858,11.67026005,7.099807948,6.313967173,11.49575359,6.823622128,11.34793437,10.79873326,11.05718221,10.88480812,10.51344009,11.36570521,10.16936097,6.538852517,8.182263154,7.87337267,8.162971138,10.66553148,9.566097762,8.823417558,10.52760051,9.017150627,7.840787047,8.101885245,7.35479377,9.010797124,9.981465702,11.437413,8.41490177,8.328816884,8.195054803,8.548870329,8.461360774,7.50774849,9.31771169,11.77851121,9.483890594,10.95487018,8.055793523,9.909756575,8.560885903,7.802145034,10.11054816,7.766728065,9.127220929,9.412020575,7.099932819,8.628021917,8.29648705,9.420262397,10.28468317,7.493897956,7.848994824,7.124436825,9.97156253,8.002214863,8.470046864,9.054015643,10.06286971,10.04672505,8.266387037,8.845060388,7.727294366,8.422663247,7.799141736,6.079272922,10.21937819,9.990052195,9.496962064,10.15057201,7.484402327,7.70172714,10.01966536,8.420063962,9.040195439,10.0301332,9.22250485,7.828873969,9.61708218,8.227539782,9.969995086,8.201591621,10.06455262,8.761208765
knh_510_BS3416_E_Fbat1092_PT24_3.Rep.CEL,-6.011587974,7.509980505,7.653310105,8.090951787,7.198732288,7.742190963,8.260212211,9.913353058,9.375712718,8.403277867,9.609683353,7.311002763,11.9672733,12.1370427,8.64215419,10.54084437,10.31079826,11.77713025,12.35009524,7.458911503,6.550695269,11.09772801,8.67703169,10.22338217,7.796529157,11.64639781,9.692935612,9.50313392,10.17036865,9.429285442,6.906049432,8.459368778,6.832524986,7.310334522,9.668540432,10.10029334,9.571075395,10.92174497,8.673731979,7.916407118,8.348667124,7.567234046,8.2112432,9.975738386,11.34544987,10.14180529,8.534795654,8.918702478,9.763573673,7.823898901,7.326059621,9.893570412,8.638205158,10.15183447,9.587121377,9.282231227,9.28509999,7.692036326,7.869654078,10.96521371,8.073347592,9.089639314,8.456318301,7.55583244,8.366868693,7.377784496,9.765376332,9.191054928,6.710590385,8.726704128,6.264626813,9.336010847,7.619742717,7.99693888,8.464704291,11.08975114,8.762078501,8.678437102,9.88258302,6.9727383,7.484640941,8.036723796,6.427725626,9.628917675,10.93359966,10.03200813,7.784012571,7.983301671,7.402799066,10.19488257,8.146732187,9.872831807,10.58714583,9.943655738,7.388188032,8.559394725,9.523810281,9.464803173,9.461139886,10.89999714,10.0055922
knh_512_BS3416_E_Fbat1092_PT48_3.Rep.CEL,-7.265344567,8.127879067,9.249568903,8.844538427,8.421419799,8.614135462,8.746178179,8.303922936,8.38332189,8.43511495,8.805854236,7.203899071,10.28652016,10.89567981,9.104787269,11.30471237,9.172274731,10.3261009,10.50144197,6.85848678,6.703543851,12.01071241,6.152433394,10.9525053,8.648976686,9.457630496,10.04917121,9.987074504,10.74439025,9.37422089,6.331223734,7.744977142,7.556289995,8.357144651,10.20790342,9.045184811,8.113714958,9.475005449,7.748238892,6.744612682,7.573528935,6.733880843,8.888846224,8.428940632,10.07957802,8.357685986,7.98028078,7.038795864,7.420626466,7.50887152,6.305229317,9.588097275,9.831726693,9.627204821,8.855960391,8.044817114,8.852027037,7.206847178,7.622334784,10.78028869,8.037616228,9.762975534,7.747311739,6.563010779,9.093227516,7.839804834,7.528302725,9.968232019,6.969458906,8.303052828,5.783707477,8.616568769,8.525114943,8.870692109,8.623983557,9.808469821,8.713470732,7.579507911,9.292163094,6.567568398,8.18683126,7.377248053,6.851133404,9.029944718,9.666182866,9.320293082,8.399904768,6.655476499,7.707069398,8.22777658,8.647300036,7.99153982,8.659950959,9.551755275,7.654078521,7.335031946,8.689207238,8.983469611,8.637845877,9.213473904,8.667696516
knh_532_BS3416_E_Fbat1092_PT30_3.Rep_wh.CEL,-6.299027693,7.512429919,7.643454745,8.458288621,7.238244925,8.142354553,8.457569392,8.743577678,9.192200855,8.208956244,10.2916293,7.285997248,12.6816709,8.446170624,9.19906605,10.56197654,9.274622145,8.651004014,8.825849137,7.772078741,6.665691569,10.66014592,8.434194206,11.2395294,7.814708029,8.353114889,10.66068139,10.29496169,11.14385713,8.899457507,6.596400911,8.727544458,6.401664657,7.440606776,10.32562161,9.130525574,8.669053424,10.20068869,8.496943756,7.799837201,8.512017448,7.29555496,7.710995923,10.34239685,10.12468776,9.927125285,9.045920949,8.614687318,8.287543059,7.379966618,7.800231941,9.308639475,8.199934343,10.28684895,9.629882069,8.918399605,9.947505659,7.974555908,7.536432092,11.25829208,7.826297789,9.480076702,8.457160835,7.563538057,8.438887193,7.709878099,8.920563137,8.872448317,7.046541641,8.96235034,6.185536517,9.554744318,7.701996089,7.826281017,7.917965476,10.73723572,8.574269444,8.317567554,9.374516025,7.290823763,7.680068884,8.404583501,6.511670115,9.184076528,9.70333587,8.632215978,7.70055037,8.309174981,7.4315986,10.03813597,8.693346747,10.51290647,10.52909967,9.502698651,7.228394274,8.454460442,9.08309517,7.433181774,9.472971733,10.93439103,10.44675475
knh_655_BS5009_Fbat1374_PT24_1.Repl._No.2_repeated.RNA.CEL,-6.429731384,7.579574497,8.089322432,8.548362956,7.702190872,7.888126916,8.298059728,9.344389872,9.144025419,8.351769785,7.759212902,7.412378642,10.48701455,10.32578873,8.04384858,8.179959549,10.03039034,10.68802789,10.70378787,6.499171983,6.592141255,8.825493687,6.287273973,9.959474221,8.15100936,10.13741613,9.181707346,9.043389046,9.486507284,9.579393125,7.750377829,8.371627751,7.293870499,7.356992484,9.325167217,9.643385623,9.303783704,8.761826664,9.131759462,7.119639417,8.453748371,8.571920614,8.16140418,8.576624643,10.28931183,9.985895756,8.455607533,8.251524049,10.98831341,7.793845398,5.97052287,9.09561776,8.703469733,11.76710558,9.57236279,9.031158553,9.039694871,7.533008307,9.041032921,12.51760843,8.372848716,7.535963891,8.125595403,7.010748386,8.732943097,7.657465289,9.27941606,9.408883441,7.257927563,8.795447494,6.294841718,7.04547373,7.875559361,8.138824623,7.762412164,10.98072133,9.281395105,7.859701099,9.173124285,6.973300137,6.901762971,7.477015844,6.863101288,10.50027187,9.848625946,7.217780095,8.08665835,7.939876388,7.54467839,9.048836034,8.574671262,9.460448579,10.68041947,9.261116741,6.428989419,7.748147056,8.721041236,8.684817273,9.185908886,10.07206856,10.02406632
knh_657_BS5009_Fbat1379_PT24_2.Repl._No.6_repeated.RNA.CEL,-6.702749879,7.792692999,8.562979409,8.810326685,7.901239715,8.019070841,8.690500183,9.017012473,8.697092092,7.972230715,7.706263821,7.376974793,9.558587963,10.56006494,8.129677689,8.28586614,10.69607243,10.63916072,10.86916884,6.432818774,6.561130529,8.857528304,6.287465304,9.914490936,7.871070363,9.528259699,8.887132793,9.090825259,9.689489988,9.454520343,7.777273305,8.149944655,7.75336596,7.425669674,9.178319431,10.210076,9.082305826,8.214022079,8.478101819,6.22312563,8.02050552,8.312116277,8.752730993,8.703303411,10.47218396,10.11571887,8.241738856,8.502420818,10.25560882,7.637458905,5.896436078,9.307128345,8.084990502,11.63345387,9.234618228,8.981245767,8.835142879,6.233236018,9.013434946,11.84573186,8.127278723,7.435902242,7.123559135,6.776691712,8.74500027,6.525028549,8.719278102,9.498715436,6.107336534,8.742251185,6.27463613,6.680286473,8.193032034,8.397109161,8.442923472,10.67928831,9.323833646,7.794864951,9.563860715,6.470050571,6.891230079,7.386238948,7.100719906,10.26294494,10.46954212,7.782227545,8.093507211,8.180110165,7.612936198,8.52387715,8.967555129,9.75601084,10.471216,9.864905478,6.277675305,7.128751331,8.669637582,9.067789047,9.315618941,9.806877456,9.81317797
knh_659_BS5009_Fbat1383_PT24_3.Repl._No.10_repeated.RNA.CEL,-6.454822365,7.393360892,8.533182859,7.958332371,7.188118329,6.829731449,7.510349772,9.514912298,9.630649754,7.929525165,5.25071529,7.100131109,11.43000965,11.17278176,8.478920012,7.772112503,10.42358809,11.10621163,11.52175545,4.623426608,6.208154286,8.724062068,6.933923707,10.13543593,8.085871111,10.73720292,9.603090408,9.113153474,9.50258226,10.19320178,8.813629374,5.64621597,7.704157726,7.644631341,9.392460277,10.15425366,9.84886889,9.204805318,9.475696931,8.619183905,5.851349412,9.349094642,8.962154342,9.344581041,11.01809876,9.982142519,5.898635262,8.797423511,11.35968224,8.814699106,3.950071322,9.398336008,9.218122231,11.64380654,10.40137825,9.552839048,9.051977508,8.758821115,9.312781052,11.96618052,8.434784086,7.050552447,9.035692108,5.145352798,8.365723529,7.41608055,9.805078905,9.644672512,7.089434254,6.946057351,7.671812045,7.68096306,7.886445902,8.454066744,8.836589183,11.47764169,9.425973638,8.841674434,9.47620468,6.154694527,6.722866613,5.42044718,6.509327465,10.72588156,10.47972293,8.462042663,8.131545676,5.855803914,7.649671345,9.420215552,8.580348827,10.32154176,10.73351871,9.739430771,4.807168802,9.197355513,8.889530094,9.924016826,9.708903239,10.36353843,10.2653674
knh_660_BS5009_Fbat1374_PT30_1.Repl._No.3_rep_cDNA_new.Yeast.CEL,-6.811978949,7.733608734,8.252526856,8.442214199,7.800538206,8.151218323,8.645547884,7.991640447,9.148486374,8.701204178,8.628352349,7.855338179,11.87667281,9.7372558,9.010751916,7.867043728,10.4757985,9.435737972,9.915670937,6.444564621,6.362198336,8.563195367,6.830596991,10.70153107,8.18184755,9.143302386,9.908141384,9.503471687,10.32926905,9.565208371,7.86135313,7.289634118,7.365839034,7.506013327,9.930833106,10.39673699,8.759820497,8.046388261,8.878998096,7.633977401,7.506239255,9.010211413,8.521542336,8.721052515,11.18342096,9.296012692,7.674618547,8.20655261,10.58745691,7.901159627,6.311960324,9.080510598,8.809905443,11.53061487,10.05966623,8.684239733,9.529909995,8.938859053,8.910705689,12.23067639,8.119698672,7.257886294,8.965048013,7.058347583,8.685908173,8.012163603,9.475059384,9.25740389,7.603273924,8.256894728,7.085240843,9.32264827,7.857931959,8.352869385,8.502297368,11.45497007,8.836613846,8.205468851,9.256344534,6.383475633,7.017210118,7.435934164,6.632273808,9.988099818,9.904574155,7.800834861,8.236305714,7.475104529,7.305989529,9.280768382,8.886550416,9.658196387,10.74472397,9.316593467,6.094165482,9.172205907,8.673375024,8.388094537,9.135900254,10.09400624,10.23321658
knh_661_BS5009_Fbat1374_PT48_1.Repl._No.4_rep_cDNA_new.Yeast.CEL,-9.587272661,11.68125495,12.10250954,11.81145387,11.14139871,9.937960479,10.16583537,9.349311886,8.083221078,10.14208647,7.997146858,9.442637256,11.50021142,10.67825652,9.425594091,7.71429048,11.03963269,10.44905088,10.58135007,5.766460303,9.383866862,8.673283289,7.411753074,11.51373621,10.56877865,10.13320474,10.79757357,10.70257729,11.27867955,10.45515538,8.058904002,6.394031844,8.055679834,9.117765364,10.68818531,10.76846907,9.107719837,9.53042312,9.403600752,8.144473199,6.385278504,8.166812146,9.386156502,9.929589499,11.99529731,8.776823943,6.984815901,10.53936576,9.828841678,8.960723034,5.75252258,6.495994457,11.00328915,10.56146117,10.81459642,8.335530688,10.4701189,9.486549444,8.779764008,11.35433752,7.704013435,6.573126656,9.826949688,5.939116558,9.681137747,9.165057638,9.839062616,10.88143836,8.535284559,7.157532111,7.497466166,10.01239405,8.990383511,9.571186716,9.324410305,10.90487023,10.09565029,7.867131432,8.256752546,6.049371655,7.737152907,6.524358936,8.439285524,10.96474881,10.57424311,8.300037822,9.901383474,6.257784004,7.271693355,10.20719742,8.826806437,9.750724187,10.63466862,8.449382589,5.758869325,10.23160364,7.923712303,10.02858152,7.9834021,10.19085963,8.947975966
knh_662_BS5009_Fbat1379_PT30_2.Repl._No.7_rep_cDNA_new.Yeast.CEL,-6.844768884,7.277678808,8.975086238,8.819509399,8.647864179,7.421840983,7.824294735,9.281945857,9.429174335,8.060331362,7.491588515,7.536167897,11.98482103,10.42442912,9.143465042,7.941980822,11.4539884,10.01362658,10.26831838,5.431594783,6.351569097,8.459951384,6.766833937,10.82406809,7.896941541,9.591466152,10.15428101,9.94930587,10.5409556,9.998221187,8.849770516,6.243844152,7.860038648,7.624579467,10.27881977,10.96193994,9.578547164,8.656391191,9.309410648,8.529004445,6.502513873,9.135591953,8.816418231,9.582259083,11.43912712,9.741605675,6.697999905,8.927654856,11.10796371,8.880230023,5.404647279,9.331532401,9.371088776,11.42758161,10.50500416,9.444418235,9.865026015,9.494454622,9.419394662,12.11075073,8.334676684,7.128868731,9.191196467,5.410130495,8.434464154,7.642821083,9.801684536,9.431722075,7.124245957,7.325162136,7.580399908,9.417682606,7.781443729,8.321298786,8.858264638,11.6372424,9.305105742,8.83205753,9.341800498,6.248679016,7.408724916,6.350698097,6.12636756,10.18436858,10.75036252,8.285153864,7.788426755,6.707358957,6.776926268,9.995695344,9.047653423,10.22899471,11.01314092,9.557267752,6.396904756,9.836417638,9.073709892,8.980654762,9.341965732,10.37367325,10.36054996
knh_663_BS5009_Fbat1379_PT48_2.Repl._No.8_rep_cDNA_new.Yeast.CEL,-9.965784285,10.9847596,12.18435118,11.73129146,10.82113728,7.62893369,8.366340644,9.193878502,8.043597558,8.284816346,9.160907529,7.618715927,11.30725737,9.452606713,9.137133246,7.924676006,10.79234093,8.962825656,8.96475143,6.801607762,8.670004857,8.50236057,7.25934798,11.52555765,9.914154682,8.635124674,10.67682318,10.54533949,10.96761689,10.42272763,7.943019117,7.856723499,8.23953017,8.591611537,10.67408662,10.82285219,8.612507039,8.555896308,8.965979412,7.842151047,7.817112316,8.00953435,9.231173935,9.085857122,11.46295457,8.350178159,7.943471128,9.603771703,10.0335786,8.910611535,6.289301915,8.592042708,10.65186402,10.78358617,10.38877085,8.209774871,10.32503229,9.133354856,8.437977672,11.71056638,7.806260214,7.085679837,9.222477501,7.095818997,9.547429288,8.646551762,9.651243368,10.45672076,7.715373683,8.420271232,6.795680441,9.483123477,8.561342837,9.199785847,9.285393853,11.3060676,9.710671318,7.549407567,8.562123192,6.867257773,7.665299682,7.562048834,7.91796762,10.31698925,10.92503848,7.92051319,9.389963997,7.587247894,7.160172414,9.555248023,8.972978778,9.42612011,10.401114,8.780156448,6.847129911,9.453202565,8.447466126,9.184677587,8.301454732,9.857551717,9.461440238
knh_664_BS5009_Fbat1383_PT30_3.Repl._No.11_rep_cDNA_new.Yeas.CEL,-6.748553568,7.351882762,8.321307124,8.536136059,8.006218784,6.886760592,7.600300424,8.915901857,9.113631581,7.788829101,7.872800322,7.396307544,11.29467916,10.27066416,8.930872742,7.951137767,11.27429287,9.26563645,10.62772414,5.600182817,6.130922196,7.992225395,6.176329588,10.66510105,8.211767603,9.35337471,10.28754671,10.06474211,10.31200485,10.15904474,8.842859971,6.227210644,7.657348355,7.492750338,10.21906479,10.77867952,9.796133024,8.85285161,9.524529684,8.800713723,6.257590623,9.3363943,8.872667407,9.803728867,11.69213464,9.774900114,6.629031123,8.930817795,11.43503631,8.967030353,5.652740744,9.54384421,9.469049919,11.33895316,10.60751526,9.090261621,9.82126104,9.834829218,9.582619731,12.42480163,8.306281912,6.885491421,9.846488634,5.038068665,8.009795082,8.014215936,10.16577734,9.359948229,7.651645225,7.003730657,7.545906309,9.821954185,7.576038402,8.094380469,8.591549152,11.74061612,9.574145595,8.925906839,9.474626312,5.884643389,7.713532775,6.140261449,6.315715274,10.52474123,10.57983973,8.950080004,7.830350967,6.464082489,6.813108694,10.20177631,9.12646329,10.5090172,11.08467725,9.727923758,5.707761492,10.16551896,9.348404803,9.58875047,9.303005347,10.46593678,10.65330613
knh_665_BS5009_Fbat1383_PT48_3.Repl._No.12_rep_cDNA_new.Yeas.CEL,-8.380821784,11.75625803,11.30956433,11.70878823,11.13510888,9.86962088,10.32259619,9.108358955,8.202983057,10.35949004,7.908856648,9.435380909,11.59507518,10.77565374,9.368746279,8.04860732,10.33260566,10.34647046,10.86094507,5.735323427,9.044684601,8.789584898,7.835269477,10.9312359,10.65004819,10.25136141,10.43807456,9.951364753,10.37932191,10.86810566,7.904882856,6.604167502,8.048774725,8.501021473,10.28882364,10.09455353,9.048391201,9.636021056,9.322841771,8.305617982,6.509366571,7.566191805,9.431302002,9.824242731,11.62184098,7.894734467,6.987234029,9.567629339,9.984882539,9.076355699,5.46085973,8.511000937,11.0316503,10.38391004,10.73376635,8.010838289,10.13077167,9.198169798,8.481718882,11.35668511,8.029980372,6.702639971,9.539004163,5.935924854,9.644563063,8.669699231,9.874390559,11.04271006,7.986464519,7.1924207,7.728947437,9.892371144,8.725189507,9.390476611,9.316669246,10.93724851,9.815599852,7.668978438,8.420288418,6.046860013,7.594392466,6.472983419,8.872431103,10.91158821,10.21090996,8.180562239,10.12913222,6.467787959,6.768718096,10.14777887,8.661126285,9.646049138,10.34270079,8.675303865,5.794387598,9.942312324,8.107715349,9.894268545,7.763163452,10.03705087,8.910235586
knh_679_BS5254_Fbat1442_PT24_1.Repl._No.38.CEL,-5.886832943,7.225171849,7.575942391,8.058113895,7.333780969,7.730545517,7.672049044,10.02483936,7.496835268,8.061328821,9.133580742,7.155808012,9.815315172,9.881602454,8.187497956,7.661435388,9.951967166,9.611085023,9.879443097,7.675157707,6.654797238,8.089934492,7.336235346,10.29494448,7.587091021,9.399637332,9.89723172,9.607617578,10.15583047,7.506263876,8.17295808,7.801626202,7.778353133,7.472352747,9.876234446,9.634466743,9.570917469,10.11087915,9.44137228,8.923605664,7.188072543,9.2051423,9.002569455,10.33207741,12.10438886,10.25341217,8.153361602,10.27113488,9.607196153,9.073883505,7.21854457,10.74558059,8.823249435,9.632789867,10.9382926,9.535954213,9.200810586,9.268903232,7.894859244,10.70457815,7.575987752,6.938685261,10.13528346,6.33712293,8.46277328,7.832403437,9.912099843,9.472615331,7.320286149,8.447481777,6.069516767,10.38220351,7.870655291,8.157395856,8.967737773,11.21063975,9.834959472,8.806804389,10.76088999,6.056718008,7.288392691,7.689357749,6.299456132,10.59989831,10.4583766,8.309905312,7.931307693,7.13195662,7.366351858,10.58997694,8.620134616,10.79226508,11.04721648,11.00899286,6.059478088,9.49788779,10.01570809,9.315068112,9.577385994,10.29368907,10.59422149
