,q_RIBFLV,YCIC_at,YHZA_at,YTIA_at,YCDH_at,YRBA_at,NADA_at,YRZI_r_at,YHFH_r_at,NADC_at,YOPF_i_at,NADB_at,YHDX_r_at,ACOL_at,YXLH_at,YPUF_at,MTLD_at,ACOC_at,ACOA_at,YORT_i_at,YRPE_at,YPUD_at,DEGQ_r_at,YXLD_at,YCGN_at,ACOB_at,YXLF_at,YXLE_at,YXLC_at,NDK_at,YQGN_P_i_at,YORN_i_at,ARGF_at,YTGD_at,YXLG_at,MTLA_at,ETFB_at,RAPA_at,YPSB_at,GUAB_at,YOQP_at,YOCH_at,CARB_at,PURC_at,AHPC_at,GAPB_at,YOPG_i_at,YOEB_at,BGLS_at,ARGH_at,YOPY_i_at,XLYA_at,YCGO_at,GSIB_at,PTSH_at,YTCF_at,SIGY_at,RPSF_at,GSPA_at,csbD_i_at,GLPD_at,YPUG_at,RPSJ_at,YOQE_at,YTGA_at,YDCL_at,GAP_at,YUKE_at,YDCM_at,YRDD_i_at,RPSD_at,RPMJ_i_at,YTGC_at,YTGB_at,CARA_at,YUTI_at,YUSG_at,YOCA_at,XHLA_at,YHEF_at,YHAY_at,YOQG_at,YCIB_at,ILVC_at,LICA_at,ABH_at,YCGM_at,YOSJ_at,YVFL_at,PURB_at,YXLJ_at,ALD_at,TRXA_at,XHLB_at,YORQ_at,RPSG_at,YBFG_at,ABRB_at,PCKA_at,YDII_at,YCKE_at
knh_680_BS5254_Fbat1442_PT30_1.Repl._No.39.CEL,-6.265344567,7.389827259,7.462688059,8.62280664,7.614061551,11.53910651,11.99914013,8.015455848,8.277119401,12.03861832,10.05526484,11.11566169,10.58877193,10.81044768,7.957302654,7.803949594,9.12422377,10.40794011,10.8960818,8.399193534,6.936971261,8.191786862,7.787580459,10.33609985,8.109993312,10.21508839,9.892231623,9.557618108,9.983702473,6.475689242,6.896341339,8.518337809,7.315091597,6.988716922,9.810017852,9.221668906,8.454753534,8.819831164,8.683054487,9.436169226,8.268756161,7.237409209,8.484059098,9.200824744,11.71912559,8.850926765,8.279188121,9.446673512,8.927397381,7.635001709,7.088732204,9.909786819,8.470074206,9.613375166,9.920245679,7.975833288,9.444301173,8.915331294,7.376675994,10.86245448,7.662727287,7.074804721,8.330720646,7.186594076,8.258894624,7.930520482,8.798110278,8.712542269,7.500586314,9.211566536,6.118296561,9.243418432,7.234404442,7.621932193,8.559813566,10.59039343,9.184290932,8.11886184,10.36234677,6.810723747,7.509602706,8.366275039,6.524098808,8.954304069,9.704153757,8.336562597,8.058810531,7.916360081,6.247550269,9.647232759,8.545101653,11.00420986,10.79298623,10.37775077,6.289810101,8.874263283,9.315008959,8.216626282,8.943140219,10.05477048,10.67691161
knh_681_BS5254_Fbat1442_PT48_1.Repl._No.40.CEL,-7.702749879,11.3300711,11.27874447,11.42462798,11.34280913,8.542371176,8.882848029,8.44839318,8.012300719,8.396590284,9.80491775,7.790889475,10.31284408,10.52228059,8.460686548,7.892705926,9.958136853,11.32155311,11.58808162,7.879855007,8.451688642,8.395945261,7.822728528,10.37946244,9.452609575,10.98038184,9.611994533,9.34627224,10.34130864,7.60880746,7.415209673,7.958394988,7.815323939,8.765395832,9.695311439,9.7698363,8.916253512,8.854888545,9.181669173,7.906995367,7.810843919,7.782396713,9.015362379,9.133725351,11.53754987,9.622674892,8.511204686,8.76704532,9.255054819,8.67826857,7.178386473,9.087923708,10.37576097,9.435767366,10.76742745,8.677555672,8.891665351,8.861405689,7.410421644,10.73281042,7.715900654,7.159955051,9.515394855,6.997512357,9.745442666,8.8297485,9.966561059,10.70275181,8.189165967,8.885461185,6.243309709,10.20788446,8.896137231,9.505081642,9.146897659,10.08946242,9.94504227,8.360145445,9.217314556,5.709193346,6.4577436,7.948697373,7.869857443,10.40050378,10.39783946,8.804788229,9.345760219,7.642749779,7.013510852,9.391330622,8.718560725,10.07478539,9.620176378,9.24425884,6.229854217,9.120761738,8.472393313,10.03344352,8.761853518,9.193983517,9.117911998
knh_683_BS5254_Fbat1443_PT24_2.Repl._No.42.CEL,-5.947862377,7.462995977,7.73995207,7.980608679,7.434857671,7.584566838,8.095827448,9.12576339,7.856282246,8.262459671,9.821632053,7.326409203,10.55251466,10.10487679,7.829128298,7.966291939,10.31303678,9.879212726,10.16695118,7.771218987,6.91447341,8.130744613,7.381710376,9.75058491,7.907225618,9.520989884,9.412207667,8.855597879,9.836154828,7.559684022,7.62479042,7.812307214,6.942042811,7.783218691,9.370570796,10.19301219,9.185825747,9.63467871,8.678000636,8.59697124,7.595895481,8.142008255,8.455873992,9.821840326,12.02884917,10.22272722,8.410647054,9.639556783,9.218385086,7.946492706,7.214911129,10.72722506,8.888866241,9.67761187,10.56021595,9.403361313,9.057073147,9.311235773,7.636118938,10.580265,7.786115591,6.953148604,9.586661169,7.136179892,8.531286975,7.272886605,10.13752353,9.360156981,6.386958175,8.666140731,6.231226505,9.897947459,7.870519089,8.218940466,8.487703001,11.13809476,9.220926314,8.089415571,10.5571658,6.463503799,7.494547783,7.987053693,6.457767703,10.48742917,10.66804434,8.744028909,7.931107635,7.707663281,7.414533233,10.08523472,8.351641345,10.70401801,10.9178159,10.68661538,6.403482958,9.617602461,9.850471885,9.040486725,9.48864001,10.20762323,10.21460444
knh_684_BS5254_Fbat1443_PT30_2.Repl._No.43.CEL,-6.254289378,7.191448159,8.141965792,8.296605678,7.756918898,11.94826772,12.29658685,9.134910857,8.572280496,12.18101216,9.260837142,11.49447401,11.9404047,11.04332951,8.614728484,7.999902256,10.37870214,10.92155295,11.06583144,7.035584875,6.718765804,8.347920149,8.496708831,10.91963219,8.071438404,10.00624486,10.35168037,10.09179815,10.64902481,7.643045916,8.035756776,7.390579409,6.750539463,7.33187621,10.25790756,10.24556789,8.988955174,9.26092604,8.879204371,9.830946081,7.301486006,7.749528441,8.090171092,9.518210536,11.77079224,9.489534757,7.77975046,10.03690013,8.948810693,7.345646965,6.524895495,10.24031434,8.980848369,10.10332436,10.15012309,9.000142673,10.19358372,9.204976665,8.03836845,10.99259525,8.052517261,7.009492708,8.837792033,6.951301577,8.399864522,7.034976725,9.51877258,9.073562653,6.913109006,8.308085676,6.61581583,9.353619749,7.720967402,8.04198612,8.149118593,11.41721872,9.215773359,8.520830424,10.35305835,6.952923817,7.260444059,7.50661241,6.028864136,9.516696327,10.40850093,8.972144315,8.126555093,7.491915204,7.031513053,10.07935961,8.791138766,11.35984794,10.85338558,10.37975838,5.429667739,9.189729205,9.586325023,9.236902786,9.390376478,10.4292856,10.84391828
knh_685_BS5254_Fbat1443_PT48_2.Repl._No.44.CEL,-7.895394957,11.75646666,11.66285449,11.86530716,11.37568347,7.776577746,8.029347376,9.281364831,8.035075932,8.016803853,9.533097417,7.501808913,9.662074254,10.65911884,8.458142691,7.768957784,9.357527137,10.42432696,10.59816222,7.622525289,9.162092401,8.413882683,7.122934586,10.24753415,9.764180316,9.811079832,9.79355153,9.467548394,10.08518151,7.993682732,7.90266916,7.824260921,8.078927961,8.831072582,9.748218696,9.262581584,9.032309515,9.541730287,9.223724596,7.751081102,7.679851618,7.923855875,9.211190956,9.849670319,11.75730486,9.129645483,8.295316049,9.145790673,8.712947774,8.55959658,7.432631445,8.948793768,10.17113655,9.693493361,10.75403485,8.547224703,9.15208336,9.240497032,7.767068392,10.6808494,7.74552521,7.217100217,9.978004271,6.846190207,9.711492998,9.104999283,9.345011103,11.04292939,8.581980584,8.598026345,6.232642407,10.43534132,9.020813255,9.476277035,9.08233986,10.31503386,10.16476304,7.988219504,9.021694179,6.112679795,7.766800174,7.71186462,8.639609241,10.68013841,10.23455025,9.049932354,9.192114429,7.117921515,7.395056916,9.910259297,8.686513978,9.862447547,9.952617644,9.353669377,6.668560473,9.511727746,8.659199464,9.536533931,8.485584823,9.29122889,9.332762133
knh_687_BS5254_Fbat1444_PT24_3.Repl._No.46.CEL,-5.878321443,7.541265977,7.770606346,8.141742995,7.578932031,7.741287936,8.413407058,8.914048602,7.837122217,8.686616714,9.436314764,7.860843607,10.26378136,9.588907463,7.999106373,7.777192506,9.550156115,9.390561839,9.575674464,7.167624197,6.566587965,8.156944128,7.837060866,9.774164638,8.119061005,8.085051531,9.298107205,8.590814145,9.559563531,7.196823019,6.976419094,8.015305959,7.199137464,7.106617091,9.367511448,9.372081683,9.04804847,9.429350459,8.180947444,8.618976998,7.550955049,7.831786624,8.64605059,10.47447313,12.02969199,10.19129063,8.123944198,9.238081418,9.141941584,8.124136128,6.823495159,9.768635388,8.7315879,10.02135473,10.03715387,9.075549758,9.419041487,9.129692285,7.652137886,10.79045921,7.761737131,7.05928708,9.350473644,7.012418297,8.423786638,5.898191438,9.525369659,9.048847879,6.011916768,8.508285666,6.515515173,9.945285425,7.844000451,7.973329191,8.766143297,10.44339403,9.009183175,7.987195269,10.13782248,6.852307911,6.373753938,7.604191958,6.702858911,10.39323678,10.1692952,8.298350622,8.264088713,7.635609044,6.870189011,10.61683778,8.609684717,11.1208481,10.89566158,10.13335528,5.910511339,9.258606606,9.245875959,8.88157842,9.364217245,9.753528155,10.23638056
knh_688_BS5254_Fbat1444_PT30_3.Repl._No.47.CEL,-6.232429944,7.291323739,7.780067383,8.048064218,6.965989518,11.80474195,12.2587002,8.935638109,8.240401309,12.14716562,9.611034498,11.47528258,11.9719093,10.62859778,8.706708735,7.980439606,9.779346459,9.477147109,10.15803064,7.216789164,6.51081761,7.939875044,7.86772043,10.88585075,7.435294847,9.840448917,10.44185611,10.11703378,10.68024916,7.522842705,7.330244911,7.855332406,7.32667351,7.368573202,10.23587387,9.649840618,8.979912631,9.305325645,9.057962293,9.71415151,7.622826603,7.57626686,8.511142572,9.011069944,11.79159237,9.539697219,8.251354434,9.396204984,9.101318897,7.820026041,6.811997225,10.61724268,8.409417927,10.00255334,10.23258953,8.762724965,9.721529542,9.157835694,7.919057235,10.77705136,8.052810192,6.737948557,8.928620376,6.346723604,8.207953781,7.724037025,9.75042681,8.818008871,7.139564697,8.360950966,6.192521867,9.445552461,7.516196673,7.883435493,8.706787778,11.13650117,9.236536824,8.207358968,10.71477371,6.069090372,7.74835494,7.611087923,6.479611699,10.07253746,10.1973339,8.383672903,7.316102388,7.533212957,7.060516142,9.932648939,8.843708201,11.41576716,10.82167626,10.99707813,6.264120058,9.367097412,9.967556871,7.957093711,9.388834157,10.8471757,10.89248437
knh_689_BS5254_Fbat1444_PT48_3.Repl._No.48.CEL,-7.673002535,12.21804626,11.58980423,11.84108979,11.85122671,7.900402581,8.679131593,8.631545614,8.014178923,8.645881747,8.611201262,7.934152486,9.791079033,11.42905804,8.562282948,7.609377115,9.463834879,11.25958437,11.43695436,6.613599753,9.308811554,8.206705201,7.476704982,10.22872197,10.42027848,10.87505622,9.77651576,9.386813892,9.935535896,8.571281703,8.466129429,7.220287774,8.111149584,8.582053382,9.731504765,9.396435545,9.065683194,9.798854146,9.323868834,8.444254476,6.872617631,7.890889537,9.26323138,9.682164869,11.87748231,9.32977358,7.53587803,8.753963977,9.255168735,8.879928671,6.001417994,9.064326372,10.80729526,9.871655157,11.35301826,8.1871385,9.607938057,9.726625881,8.327781319,10.69915152,7.570228748,6.969420753,9.819846141,6.012780279,9.651572475,9.407626682,10.03644029,10.78654443,8.981047757,7.904125264,7.147859959,10.4771884,8.723624208,9.656668258,9.36643941,10.10949407,10.31820459,8.209589477,9.061311191,6.348743064,7.460327916,7.195864748,8.94807747,10.52860194,10.1895633,8.688760842,10.19175639,6.689677629,7.312694666,10.25690707,8.803008588,10.60108201,10.20788194,9.384749523,5.709509867,10.06254422,8.628974415,10.22202677,8.522127317,9.658202482,9.544406777
knhb_039_Fbat152PT24.CEL,-6.532824877,11.45792563,11.21963221,10.77499038,10.30240105,7.535052846,7.996168672,8.92896515,10.75696457,7.905070642,7.981579718,7.055648551,11.90011577,11.79648603,9.747647214,9.743738287,8.337251323,11.56470458,11.41220659,5.480681684,8.045859743,9.388429361,9.003512935,10.63606098,7.929879062,11.49371771,9.948485624,9.716491208,10.53914875,9.669310513,7.61048444,6.337597996,8.953875317,8.51543462,9.98904988,8.462686669,10.16692919,11.14612632,9.104030168,7.483334606,6.463707401,8.087006239,9.88022698,9.722920863,11.22353368,11.59578632,6.762930424,8.400259525,9.327704151,9.855550924,5.160646188,9.485093862,9.243884448,10.21012332,10.32246385,10.9076724,9.70323011,8.572113627,8.334429655,9.923447029,8.280315735,8.33004921,8.925362392,5.528312264,9.075369968,6.727859735,9.253832457,8.908917106,6.132702978,7.206386675,8.802398428,9.124087845,8.689733285,8.977543063,9.83659587,10.45460977,8.976658597,9.236577255,9.691266507,6.473044871,8.591779736,6.436506285,7.954421268,10.38422141,9.439935644,8.864504012,7.747603668,6.549101299,7.670762667,9.71869539,8.671677007,9.611751657,10.08033212,9.942214404,5.880592841,9.475448793,9.599717277,8.474208633,11.10842964,11.21322704,9.781943843
knhb_040_Fbat152PT48.CEL,-7.828280761,11.02216528,11.1373295,10.44112971,9.767890648,9.474245623,10.17961232,8.065714219,7.343525986,10.11583796,8.173176291,8.977822108,11.25276805,10.60741499,11.35897519,10.01823209,8.899440671,10.21112241,10.60893836,5.164872302,8.09093044,9.482256865,8.832873317,12.32457072,10.28953518,10.135856,11.48098516,11.1962574,12.22645193,9.249239807,6.741108556,6.059710255,8.33494244,9.018057027,11.62254559,8.786132758,9.53498837,9.948392325,7.210508177,7.971492523,6.260962892,9.550125421,9.425298209,8.235716874,10.49051824,10.11405018,6.77943809,7.607899154,9.250419386,8.569325696,5.201753911,9.335913343,11.01965512,9.720785868,10.04504519,9.240521796,11.27983725,8.451896941,8.171993612,9.626666098,8.205312059,8.392324651,8.636347082,5.446645399,9.212795092,6.163256601,9.306487983,8.252674835,5.737544228,7.434645619,8.434513087,9.875209426,9.259245312,9.403059648,9.263003602,9.737462262,8.559626986,8.022914144,9.301319113,7.174446449,8.922799894,6.587030943,7.332081622,10.39510239,9.412099218,8.280680526,9.801024266,6.913505531,7.229649352,8.477275894,10.0311561,10.57782111,10.18395763,9.575974836,5.602527476,9.695247893,8.955719988,9.077438587,10.1729577,9.986876536,8.7276483
knhb_041_Fbat152PT52.CEL,-8.24331826,11.88981772,11.37426657,11.66084037,10.74705466,9.299950784,9.503605275,8.799633062,7.613996731,9.478325229,7.423750805,8.771887474,11.35399883,10.8766818,11.69523375,9.55544714,8.780282319,10.64386542,10.43485385,4.997996742,9.049083822,9.275840811,9.099663805,12.7148409,10.49985132,10.27439439,11.94733264,11.54219018,12.51005248,10.01369791,7.0908751,6.062152939,8.603128636,9.367000989,11.84241339,8.489445078,9.858310286,10.02763445,8.83892299,8.516892476,6.005109381,10.46639084,9.531809208,9.60477094,10.24082615,10.31867961,6.569365548,7.431482086,9.508264492,9.382307092,4.887354938,9.328064064,11.09270168,9.979128269,10.50541618,9.684890711,11.40550952,9.249656895,8.269218115,9.622541434,8.091833522,8.258537786,9.442951199,5.036415196,10.02136318,7.433700148,9.526051338,8.483599632,6.846965952,6.813099277,8.998408491,10.15328199,9.550733463,9.854389588,9.458153396,10.22720162,9.089086385,9.230070226,9.183109113,6.451268145,9.576358903,5.999905625,8.015268765,10.63243546,9.465929539,8.463461514,10.17865034,6.225195718,7.516413867,9.555290083,10.43451677,10.23616283,10.31164225,9.354175765,5.279188527,9.900181891,8.934678262,8.876920374,10.60220826,10.40892437,9.130122319
knhb_046_Fbat202PT24.CEL,-6.265344567,10.74775475,10.98721175,10.67643331,8.795676506,11.34471823,11.5676579,9.081401467,10.8371277,11.39014742,8.183721332,10.60281729,11.84559389,10.7175589,10.02799371,9.508907131,8.673490147,10.42094094,10.46869054,5.462748244,8.188483876,10.71137694,8.920797303,10.94160468,7.612809237,10.39998249,10.37062985,9.946500131,10.68700612,9.291970435,7.412944849,6.281370811,9.267161481,9.753430423,10.29147561,10.92141092,10.11994324,11.48089658,8.705237437,7.104526324,6.209414113,7.251036988,10.22620134,9.682234472,11.66856746,10.61616825,7.041335938,9.923670705,9.197883663,9.74858235,5.660769271,10.38313618,8.539782204,12.67807509,9.982562878,10.45410161,10.2108083,8.093846777,11.14036413,13.32919877,8.481824596,8.034302125,8.882973454,5.843570474,9.992424361,6.134758492,9.759962262,8.858986134,5.895441943,7.32260682,8.234205351,9.512827863,9.67055132,9.819418069,9.875692527,10.50914963,8.899228688,9.41239155,10.12336875,6.427030151,8.584761996,6.495569877,7.312220828,10.25980177,9.741262955,9.38597104,7.341975157,6.678528738,8.002387873,9.37379999,9.226909661,9.469135901,10.64171861,10.29748278,6.363731646,9.491454264,9.959581493,8.286118004,10.46554885,11.17130581,9.784189258
knhb_047_Fbat202PT48.CEL,-8.587272661,11.14972884,11.10455484,11.90002116,10.271994,9.852920679,10.25215944,8.336240752,7.921303637,10.16898476,9.038038458,9.401625637,10.58716447,8.108144235,11.43128829,9.991010625,8.381339968,8.018960341,8.778633523,6.311210148,8.878547032,9.929821511,7.486256276,12.97935869,9.776002574,8.208837442,12.37362934,11.87048688,12.8142673,9.745016064,7.445529343,7.010378073,7.897625118,10.99236018,12.32884095,8.270517627,8.897504435,9.695302718,8.040621445,7.57547793,6.916723193,9.589752695,8.913271855,8.427653285,11.29888149,10.49076278,8.087407658,7.402552638,8.168089659,8.353273083,6.528080691,9.92180555,9.937637656,9.588615547,10.32099819,9.498734902,11.67938155,9.041674292,7.655576908,9.634044853,7.707907928,8.698877878,8.640429305,6.721605748,11.46768114,7.073806743,8.462442861,8.432828027,6.293535496,8.105042517,8.529870348,10.33528365,10.93238231,11.21472126,8.848876919,10.51517675,8.832108318,8.380000842,9.383508855,7.560064056,7.636162558,7.457122323,6.89351818,9.442999611,9.017217987,8.58522708,9.276787952,7.570642863,7.548630082,9.642227543,11.1243881,9.743287012,10.77524378,9.55043544,6.729723458,9.980075476,9.110787931,8.73151918,10.44894702,9.884912863,8.792611545
knhb_049_Fbat203PT24.CEL,-6.480357457,11.06674791,11.06264538,10.69521854,9.909168588,7.973789215,8.279114026,7.932286005,10.37995419,8.566457845,8.807735997,7.485363935,11.93221597,10.55326623,9.080248962,10.02042825,8.069914628,10.21081806,10.47132275,6.833141599,8.002723274,9.959550046,8.617609812,10.13824313,7.795004879,10.35851133,9.39940643,9.280189185,10.26008056,9.232662501,6.628131672,7.831544672,8.430455759,7.743028146,9.505163756,8.287927856,9.683420416,11.07536401,8.562226538,7.430492035,7.68438043,7.83938358,9.806568346,8.724562512,10.74037503,11.18483617,8.468281606,7.696047518,9.164485617,9.437140668,6.662046213,10.01156623,8.363653013,9.391952322,9.949754836,10.54368597,9.136369524,7.717419186,7.472412786,9.921542153,7.872655757,8.799783645,7.588141724,7.169302501,8.714169097,6.200853189,8.667271535,8.367983257,5.980739638,8.618867515,7.499441993,8.912120693,7.917580585,8.393295025,9.827394945,10.11023517,8.549950915,8.629378459,9.778143712,6.953791143,7.828266023,7.872856158,7.296777552,9.697053694,8.911819549,8.591362905,7.856725403,7.626131486,12.2796928,9.234861329,8.216755931,9.357953538,10.22420092,9.817240305,6.293807725,9.073480768,9.790444652,9.035854011,10.74120274,10.91893489,9.024388331
knhb_050_Fbat203PT48.CEL,-6.930160375,10.77057944,10.52198877,11.19505749,9.401532031,9.310033368,9.78250047,7.802916544,8.007102695,9.568849789,9.296890225,8.526098573,10.47192278,8.728021086,10.84652049,10.37112413,8.513909057,8.693923339,8.869716213,6.727022634,7.872488377,9.99030985,7.091947904,12.22803499,9.087700719,8.633437081,11.55673683,11.08881957,12.04824921,8.620381083,6.699021598,7.469918434,7.542290151,9.225899236,11.70657378,8.317604918,8.505935585,9.070900971,7.208666496,7.029617733,7.333804618,8.392434159,8.594547266,8.400493431,10.15107763,9.714425194,8.177303058,7.40957611,8.129689479,7.600480746,6.57633324,10.06073067,9.266730071,9.040775589,9.081026333,8.95739735,10.77458658,8.007084136,7.443368955,9.56250948,7.522702481,9.060985766,8.062278463,6.997039606,9.716691625,7.246511569,8.038698885,8.063974537,6.536698139,8.593374126,7.529426674,9.23845683,9.289877841,9.388634074,8.754808078,9.465586414,8.046140116,7.766667626,9.537277844,7.572350377,7.956513727,7.585501965,6.880963045,8.717740359,8.515797074,7.80910103,8.730091358,7.722892138,11.05368301,8.960443649,9.977006849,9.091082886,9.878745786,9.790405335,7.256795507,8.710425644,9.170170641,8.392933849,10.0534007,9.356971267,8.568975658
knhb_090_Fbat284PT24.CEL,-8.158429363,7.678629524,7.917207835,7.924317659,7.224330081,9.492064388,10.1376635,4.736921681,7.541584891,9.907173849,7.912411062,9.237028802,9.387989123,9.561241652,9.856925804,10.28469943,8.413893231,9.318288828,9.569404057,5.220367651,6.572232146,9.659360119,6.849926206,10.36647351,7.815324722,9.710913147,9.343761476,9.730017547,10.16897723,7.434543822,5.818030145,7.293833686,9.780789291,8.046623899,10.03954644,8.658589152,8.260829733,10.76269379,6.352172632,6.493980848,6.837801938,5.742691872,11.14152856,10.12946789,7.922895346,8.159668678,7.571559339,7.654588725,8.052854893,9.964566927,6.021980187,7.887325003,8.984684682,8.372371786,7.21347736,7.121337831,8.697212418,6.913057119,7.354557206,8.847446013,7.099331637,8.418097924,7.079105685,5.534882668,8.660445756,5.7361686,7.185151533,7.534576109,4.946694783,7.958335279,7.388234872,7.700196681,8.545176208,8.8365795,10.81606517,8.284786676,7.051424029,7.354567371,7.895868029,8.585925158,10.7130453,6.662784388,6.042418714,8.641317484,7.793140263,7.034609619,7.718539848,7.12759886,8.025477737,9.922100949,9.316714517,9.062939125,7.307268353,8.260439363,6.730458645,7.866659891,7.550240583,7.799263525,8.851323104,9.237712938,8.167203875
knhb_091_Fbat284PT48.CEL,-9.587272661,9.353148153,9.617171897,10.14662623,8.802382719,9.578130283,10.06464592,5.501499286,7.07202849,9.976475371,9.835906254,9.142716664,8.604432915,8.180270807,12.16960037,10.23769876,8.464953087,8.051881456,7.977149796,7.881696827,7.920354483,10.36830637,7.275440179,13.71718927,8.10374002,8.224127537,13.06403894,12.72864282,13.51408717,7.568635953,5.731764059,9.101963104,11.09143033,7.890241576,13.1393762,8.544288896,7.971838776,10.49434031,6.897683915,6.800609408,8.847362144,6.500139056,12.15519508,10.64525715,9.268235091,8.99837719,9.580690471,7.340372383,6.365725387,10.26172166,7.364262843,7.868855493,8.939364854,10.74498669,7.947846283,8.021923109,12.43510696,7.865152576,8.510989139,10.11023694,6.996308338,8.867682055,9.167349255,8.01892551,8.794063518,7.231612894,7.819404085,7.872553791,6.668930349,9.826717653,7.340346841,9.958244585,8.141697272,8.414117357,11.8530537,8.676367094,6.918847168,7.534235014,7.592769378,7.993196077,7.889840846,8.680000001,6.6035666,7.327134157,8.248168078,7.181585336,7.838329318,8.857943864,7.686181303,10.47330057,11.35391372,9.690457928,7.727113461,7.990241603,8.7506114,9.28656634,8.417106976,7.339520885,9.084278561,8.643298357,7.854940979
knhb_098_Fbat287PT24.CEL,-6.442222329,11.04757193,10.97328331,10.92509522,9.840719541,10.17908236,10.61323301,8.241492578,10.35393742,10.58629943,7.798202868,9.841719945,11.17943616,11.03882914,10.14786921,9.607623969,8.147974091,10.81884003,11.11189188,5.595349164,8.023020651,9.19438073,8.009483985,10.91522702,7.810813689,10.59285472,10.10596314,9.748752628,10.62133059,9.091101622,7.482600864,6.577064209,10.2478751,8.44923153,10.33302078,8.135117579,9.84843048,11.20652783,8.59938376,7.614556857,6.483309318,7.09489293,11.39874062,10.95335565,10.91206679,9.877312308,7.104335375,8.306587337,8.654263371,10.74403918,5.470330465,10.04856143,9.325369699,9.604948521,9.607441753,9.400391708,9.64980267,8.263453678,8.076536028,9.980364669,7.972377501,8.271912048,8.499536941,5.801535311,9.054897289,6.604520966,8.471339444,7.933573033,6.168793869,7.592049919,8.283943819,8.852541303,8.661951991,8.996827456,11.19768006,10.3063666,8.581354275,8.974584675,9.87822193,6.68456604,8.766129383,6.516815103,7.658194773,10.36926392,9.388829001,8.815764481,7.468097623,6.825068836,7.949509055,11.1646868,9.076115327,9.733665734,9.888344493,10.11942193,5.963443497,9.359494863,9.841613483,9.293179284,9.798531741,10.97624654,8.980774441
