,b_Fbat107PT24.CEL,b_Fbat107PT30.CEL,b_Fbat107PT48.CEL,b_Fbat107PT52.CEL,knh_102_Fbat289PT24.CEL,knh_103_Fbat289PT48.CEL,knh_490_BS0001_Fbat1070_PT24_1.Rep.CEL,knh_491_BS0001_Fbat1070_PT30_1.Rep.CEL,knh_492_BS0001_Fbat1070_PT48_1.Rep.CEL,knh_494_BS0001_Fbat1077_PT24_2.Rep.CEL,knh_495_BS0001_Fbat1077_PT30_2.Rep.CEL,knh_496_BS0001_Fbat1077_PT48_2.Rep.CEL,knh_498_BS0001_Fbat1091_PT24_3.Rep.CEL,knh_499_BS0001_Fbat1091_PT30_3.Rep.CEL,knh_500_BS0001_Fbat1091_PT48_3.Rep.CEL,knh_502_BS3416_E_Fbat1071_PT24_1.Rep.CEL,knh_503_BS3416_E_Fbat1071_PT30_1.Rep.CEL,knh_504_BS3416_E_Fbat1071_PT48_1.Rep.CEL,knh_506_BS3416_E_Fbat1078_PT24_2.Rep.CEL,knh_507_BS3416_E_Fbat1078_PT30_2.Rep.CEL,knh_508_BS3416_E_Fbat1078_PT48_2.Rep.CEL,knh_510_BS3416_E_Fbat1092_PT24_3.Rep.CEL,knh_512_BS3416_E_Fbat1092_PT48_3.Rep.CEL,knh_532_BS3416_E_Fbat1092_PT30_3.Rep_wh.CEL,knh_655_BS5009_Fbat1374_PT24_1.Repl._No.2_repeated RNA.CEL,knh_657_BS5009_Fbat1379_PT24_2.Repl._No.6_repeated RNA.CEL,knh_659_BS5009_Fbat1383_PT24_3.Repl._No.10_repeated RNA.CEL,knh_660_BS5009_Fbat1374_PT30_1.Repl._No.3_rep_cDNA_new Yeast.CEL,knh_661_BS5009_Fbat1374_PT48_1.Repl._No.4_rep_cDNA_new Yeast.CEL,knh_662_BS5009_Fbat1379_PT30_2.Repl._No.7_rep_cDNA_new Yeast.CEL,knh_663_BS5009_Fbat1379_PT48_2.Repl._No.8_rep_cDNA_new Yeast.CEL,knh_664_BS5009_Fbat1383_PT30_3.Repl._No.11_rep_cDNA_new Yeas.CEL,knh_665_BS5009_Fbat1383_PT48_3.Repl._No.12_rep_cDNA_new Yeas.CEL,knh_679_BS5254_Fbat1442_PT24_1.Repl._No.38.CEL,knh_680_BS5254_Fbat1442_PT30_1.Repl._No.39.CEL,knh_681_BS5254_Fbat1442_PT48_1.Repl._No.40.CEL,knh_683_BS5254_Fbat1443_PT24_2.Repl._No.42.CEL,knh_684_BS5254_Fbat1443_PT30_2.Repl._No.43.CEL,knh_685_BS5254_Fbat1443_PT48_2.Repl._No.44.CEL,knh_687_BS5254_Fbat1444_PT24_3.Repl._No.46.CEL,knh_688_BS5254_Fbat1444_PT30_3.Repl._No.47.CEL,knh_689_BS5254_Fbat1444_PT48_3.Repl._No.48.CEL,knhb_039_Fbat152PT24.CEL,knhb_040_Fbat152PT48.CEL,knhb_041_Fbat152PT52.CEL,knhb_046_Fbat202PT24.CEL,knhb_047_Fbat202PT48.CEL,knhb_049_Fbat203PT24.CEL,knhb_050_Fbat203PT48.CEL,knhb_090_Fbat284PT24.CEL,knhb_091_Fbat284PT48.CEL,knhb_098_Fbat287PT24.CEL,knhb_099_Fbat287PT48.CEL,knhb_169_Fbat395PT24.CEL,knhb_170_Fbat395PT48.CEL,knhb_174_Fbat396PT24.CEL,knhb_175_Fbat396PT48.CEL,knhb_180_Fbat397PT24.CEL,knhb_181_Fbat397PT48.CEL,knhb_186_Fbat398PT24.CEL,knhb_187_Fbat398PT48.CEL,knhb_237_Fbat394PT24.CEL,knhb_238_Fbat394PT48.CEL,knhb_247_Fbat525PT24.CEL,knhb_248_Fbat525PT48.CEL,knhb_251_Fbat526PT24.CEL,knhb_252_Fbat526PT48.CEL,knhb_255_Fbat527PT24.CEL,knhb_256_Fbat527PT48.CEL,knhb_259_Fbat528PT24.CEL,knhb_260_Fbat528PT48.CEL
DEGQ_r_at,6.53894541,7.288430795,6.348049356,6.235947321,8.871624197,7.883675553,7.971779992,9.250654381,7.830911997,8.219448603,8.833166403,9.132841317,7.659542473,8.278870984,7.896300158,9.530060981,9.617178054,8.261909143,9.035189489,10.09449077,6.823622128,8.67703169,6.152433394,8.434194206,6.287273973,6.287465304,6.933923707,6.830596991,7.411753074,6.766833937,7.25934798,6.176329588,7.835269477,7.336235346,7.787580459,7.822728528,7.381710376,8.496708831,7.122934586,7.837060866,7.86772043,7.476704982,9.003512935,8.832873317,9.099663805,8.920797303,7.486256276,8.617609812,7.091947904,6.849926206,7.275440179,8.009483985,6.884054899,8.669014851,7.504092496,8.521801382,6.862096736,9.004826416,8.932569301,9.681854535,6.300414319,9.091509022,6.572312622,7.714491245,6.126617155,7.487564758,7.322184768,7.462892214,6.107948516,7.012735862,5.907067046
YXLD_at,11.40039599,11.67258628,12.86995735,13.17802955,10.79974448,13.41256122,8.932093463,11.20583824,12.04685587,10.42856074,11.00160851,12.14325939,10.21302615,11.39503574,12.1518346,10.99382872,11.90698957,11.50012556,10.4788277,11.45030281,11.34793437,10.22338217,10.9525053,11.2395294,9.959474221,9.914490936,10.13543593,10.70153107,11.51373621,10.82406809,11.52555765,10.66510105,10.9312359,10.29494448,10.33609985,10.37946244,9.75058491,10.91963219,10.24753415,9.774164638,10.88585075,10.22872197,10.63606098,12.32457072,12.7148409,10.94160468,12.97935869,10.13824313,12.22803499,10.36647351,13.71718927,10.91522702,13.01484029,10.74401232,11.52205178,10.85100531,11.38645444,11.24076771,12.56198331,11.00535805,12.38969253,10.83367493,12.14586644,9.512791322,12.57177482,10.58645767,12.73121817,11.04891129,12.48876963,11.31357174,12.97133845
YCGN_at,9.03079041,9.016224185,10.81649524,10.85913536,7.754847537,8.29263478,8.157430456,10.18925253,10.20074038,7.846720673,8.000956989,9.288300433,9.410162907,10.2539064,9.705018299,8.619448655,8.584899031,11.20249414,7.71467646,8.375701604,10.79873326,7.796529157,8.648976686,7.814708029,8.15100936,7.871070363,8.085871111,8.18184755,10.56877865,7.896941541,9.914154682,8.211767603,10.65004819,7.587091021,8.109993312,9.452609575,7.907225618,8.071438404,9.764180316,8.119061005,7.435294847,10.42027848,7.929879062,10.28953518,10.49985132,7.612809237,9.776002574,7.795004879,9.087700719,7.815324722,8.10374002,7.810813689,8.726244961,8.448934988,7.876652721,8.55315712,7.858858909,8.407122792,7.899838979,8.027743803,7.735981885,8.208923152,8.438919802,7.855919045,8.104606922,7.69758909,8.725288728,8.0422738,8.210578681,8.047220173,8.395712464
ACOB_at,11.52886703,10.04607917,9.26464027,9.483880356,10.95327172,8.266330825,9.031724174,10.54225494,9.737950491,9.969087994,9.572406741,9.18453162,10.84778067,10.94267667,9.697257856,11.69027427,9.731232629,10.02379514,11.56435855,9.665589152,11.05718221,11.64639781,9.457630496,8.353114889,10.13741613,9.528259699,10.73720292,9.143302386,10.13320474,9.591466152,8.635124674,9.35337471,10.25136141,9.399637332,10.21508839,10.98038184,9.520989884,10.00624486,9.811079832,8.085051531,9.840448917,10.87505622,11.49371771,10.135856,10.27439439,10.39998249,8.208837442,10.35851133,8.633437081,9.710913147,8.224127537,10.59285472,8.123564527,11.56729984,8.039451284,11.12940001,8.984415516,10.73226845,9.534331741,10.94059103,9.464470275,11.59966231,8.614088798,9.140396292,8.289355759,9.098697569,8.185317142,9.380451886,8.768973442,10.63730031,8.610166927
YXLF_at,10.52342224,10.93042545,12.06748384,12.3516635,9.714028679,12.64482894,8.840252235,10.80801484,11.61826713,9.778371645,10.37147112,11.40040952,9.863187583,10.8152991,11.53462484,10.46834101,11.34171677,10.9031912,9.90812684,11.0346206,10.88480812,9.692935612,10.04917121,10.66068139,9.181707346,8.887132793,9.603090408,9.908141384,10.79757357,10.15428101,10.67682318,10.28754671,10.43807456,9.89723172,9.892231623,9.611994533,9.412207667,10.35168037,9.79355153,9.298107205,10.44185611,9.77651576,9.948485624,11.48098516,11.94733264,10.37062985,12.37362934,9.39940643,11.55673683,9.343761476,13.06403894,10.10596314,12.43939004,10.25253617,10.3404244,10.57579382,10.53019711,10.9740921,12.01757735,10.38041114,11.90547026,10.21594758,11.40029179,8.666427075,11.90738489,9.701425479,12.11733025,10.73082425,11.78002584,10.96240939,12.65682687
YXLE_at,10.69267274,11.05498867,11.93008975,12.20046974,9.562886797,12.44996786,8.467613421,10.40634498,11.28665421,9.499170166,10.02552183,10.92627066,9.537566403,10.64569882,11.265205,10.23537565,11.09014069,10.7435383,9.477714691,10.55844339,10.51344009,9.50313392,9.987074504,10.29496169,9.043389046,9.090825259,9.113153474,9.503471687,10.70257729,9.94930587,10.54533949,10.06474211,9.951364753,9.607617578,9.557618108,9.34627224,8.855597879,10.09179815,9.467548394,8.590814145,10.11703378,9.386813892,9.716491208,11.1962574,11.54219018,9.946500131,11.87048688,9.280189185,11.08881957,9.730017547,12.72864282,9.748752628,11.97409066,9.92838236,9.906954554,10.36019076,10.49728466,10.65184934,11.80105238,10.1419747,11.85206015,9.692933592,11.23323224,8.528095013,11.53801256,9.727240409,11.74477601,10.52837874,11.49668036,10.82678361,12.5719359
YXLC_at,11.34187512,11.60841604,12.84379972,13.11660955,10.55015822,13.19267387,9.396520832,11.17305329,11.80180373,10.20226985,10.69770229,11.69522891,10.4733723,11.46316578,11.9487209,10.81727152,11.75511494,11.32341874,10.30857133,11.30058138,11.36570521,10.17036865,10.74439025,11.14385713,9.486507284,9.689489988,9.50258226,10.32926905,11.27867955,10.5409556,10.96761689,10.31200485,10.37932191,10.15583047,9.983702473,10.34130864,9.836154828,10.64902481,10.08518151,9.559563531,10.68024916,9.935535896,10.53914875,12.22645193,12.51005248,10.68700612,12.8142673,10.26008056,12.04824921,10.16897723,13.51408717,10.62133059,12.88792802,10.50203213,10.8892812,10.83338654,11.46773209,11.28784506,12.49024925,10.94180028,12.362917,10.29466322,11.92004598,9.941308406,12.18702959,10.31305635,12.5431904,10.79318664,12.03715646,11.03908427,12.65715215
NDK_at,10.0176646,10.27213773,10.34260329,10.15256921,9.070270559,8.698653219,8.79683957,10.30437476,9.712424535,8.759063122,8.68105837,8.990715089,9.996932874,10.08706357,9.334918792,10.23066919,10.33032027,10.87177127,9.085509395,10.12198479,10.16936097,9.429285442,9.37422089,8.899457507,9.579393125,9.454520343,10.19320178,9.565208371,10.45515538,9.998221187,10.42272763,10.15904474,10.86810566,7.506263876,6.475689242,7.60880746,7.559684022,7.643045916,7.993682732,7.196823019,7.522842705,8.571281703,9.669310513,9.249239807,10.01369791,9.291970435,9.745016064,9.232662501,8.620381083,7.434543822,7.568635953,9.091101622,8.65058179,9.236800113,8.483392017,9.45733132,7.758629307,9.122457586,8.931331745,9.595646316,9.469904851,9.665597568,8.821855083,7.974584372,7.956547388,7.663433597,8.258252971,8.39345619,7.900929215,8.755304624,7.76181389
YQGN_P_i_at,8.828217869,9.239281095,9.176699376,9.018859593,6.903905627,7.374736872,5.644339439,8.453608908,6.987855736,7.56232661,6.753751814,6.386953574,7.410442766,8.156389132,6.504753309,8.941239636,8.830893457,7.423289281,7.697141961,7.992022037,6.538852517,6.906049432,6.331223734,6.596400911,7.750377829,7.777273305,8.813629374,7.86135313,8.058904002,8.849770516,7.943019117,8.842859971,7.904882856,8.17295808,6.896341339,7.415209673,7.62479042,8.035756776,7.90266916,6.976419094,7.330244911,8.466129429,7.61048444,6.741108556,7.0908751,7.412944849,7.445529343,6.628131672,6.699021598,5.818030145,5.731764059,7.482600864,6.821488289,8.901860617,6.723632101,9.408216861,6.370041721,9.147180904,8.539046632,9.15270845,9.052114455,8.322331891,6.391640262,6.438460965,7.413483823,6.446743958,6.919981371,9.036091788,6.111083962,9.080328175,6.731110762
YORN_i_at,5.554579284,6.383262243,6.501624506,6.324206854,7.308006669,6.492760644,9.506425805,5.243006536,8.318672563,6.807799962,7.03543999,7.173562151,7.452249195,6.18613439,7.864286758,5.591804468,5.749180665,6.805497409,7.677838455,6.897396022,8.182263154,8.459368778,7.744977142,8.727544458,8.371627751,8.149944655,5.64621597,7.289634118,6.394031844,6.243844152,7.856723499,6.227210644,6.604167502,7.801626202,8.518337809,7.958394988,7.812307214,7.390579409,7.824260921,8.015305959,7.855332406,7.220287774,6.337597996,6.059710255,6.062152939,6.281370811,7.010378073,7.831544672,7.469918434,7.293833686,9.101963104,6.577064209,7.355816915,6.539464496,8.496008465,5.534356695,7.916219942,4.821929728,7.305185983,6.019738343,7.856442306,5.910205213,6.885074047,7.888619447,6.95883029,7.486189385,7.357642144,5.214851862,7.10050761,5.353028578,6.787280644
ARGF_at,8.566323461,8.014826432,8.353622315,8.258178817,9.325425276,8.86354392,7.479262534,8.336685024,7.453771348,8.268891225,8.001230681,7.584953854,8.510163818,8.494405131,7.540092465,7.500901802,6.53066602,8.265081025,7.648698815,7.079041469,7.87337267,6.832524986,7.556289995,6.401664657,7.293870499,7.75336596,7.704157726,7.365839034,8.055679834,7.860038648,8.23953017,7.657348355,8.048774725,7.778353133,7.315091597,7.815323939,6.942042811,6.750539463,8.078927961,7.199137464,7.32667351,8.111149584,8.953875317,8.33494244,8.603128636,9.267161481,7.897625118,8.430455759,7.542290151,9.780789291,11.09143033,10.2478751,8.219965003,10.14704634,8.07761799,10.47398128,8.670117999,10.13724837,10.31049192,9.688451456,7.259323364,9.220436705,7.198666895,8.813472072,7.385821972,7.42788185,7.634410138,9.506118624,7.471954817,6.712872164,7.346121705
YTGD_at,8.673137596,9.64828893,10.62967411,10.74937328,8.47604601,10.24757546,7.075596208,8.263854163,8.44574231,7.864942067,7.778196644,7.807414247,7.677284429,8.463279638,8.705531825,7.345576459,7.31915045,8.078632449,7.238077155,7.21178086,8.162971138,7.310334522,8.357144651,7.440606776,7.356992484,7.425669674,7.644631341,7.506013327,9.117765364,7.624579467,8.591611537,7.492750338,8.501021473,7.472352747,6.988716922,8.765395832,7.783218691,7.33187621,8.831072582,7.106617091,7.368573202,8.582053382,8.51543462,9.018057027,9.367000989,9.753430423,10.99236018,7.743028146,9.225899236,8.046623899,7.890241576,8.44923153,9.460987538,7.772249422,7.350694646,7.900764949,7.628964038,7.629501059,7.693359274,7.585245994,8.996816039,9.644727852,10.18767217,8.214672293,9.897297302,10.05867327,9.908556588,9.701434775,7.979563509,8.461442067,7.681764473
YXLG_at,10.54657619,10.88901077,12.17992642,12.43640845,10.17506535,12.73760581,8.47959216,10.64914232,11.34638451,10.03038204,10.65525633,11.49210646,9.973357894,10.80915638,11.67761861,10.26855219,10.965502,10.70336604,10.12072897,10.91361667,10.66553148,9.668540432,10.20790342,10.32562161,9.325167217,9.178319431,9.392460277,9.930833106,10.68818531,10.27881977,10.67408662,10.21906479,10.28882364,9.876234446,9.810017852,9.695311439,9.370570796,10.25790756,9.748218696,9.367511448,10.23587387,9.731504765,9.98904988,11.62254559,11.84241339,10.29147561,12.32884095,9.505163756,11.70657378,10.03954644,13.1393762,10.33302078,12.44750717,10.22384057,10.57964078,10.56001972,11.24624836,10.80612625,11.97602387,10.38489984,11.80097637,10.13078809,11.40850784,8.783361687,11.79848054,9.61628522,12.04799316,10.39652681,11.6722611,10.49265741,12.50307469
MTLA_at,8.464753519,9.143575443,9.042179523,9.048431646,8.148706693,7.95033807,8.200803189,8.662356727,8.160054188,8.210925988,8.143533993,8.229883499,8.23101953,8.280851628,8.183292897,11.03731028,10.24524731,9.768370757,10.08124051,9.7392765,9.566097762,10.10029334,9.045184811,9.130525574,9.643385623,10.210076,10.15425366,10.39673699,10.76846907,10.96193994,10.82285219,10.77867952,10.09455353,9.634466743,9.221668906,9.7698363,10.19301219,10.24556789,9.262581584,9.372081683,9.649840618,9.396435545,8.462686669,8.786132758,8.489445078,10.92141092,8.270517627,8.287927856,8.317604918,8.658589152,8.544288896,8.135117579,8.268559781,8.128643211,8.499409146,8.115412091,8.054165666,8.127373206,8.10363439,7.891426947,7.480551452,7.643896503,8.080376569,8.675003141,8.428391034,8.345170517,8.230348685,10.59762951,8.344745845,10.9909129,8.347900222
ETFB_at,10.59985991,10.11299519,3.530039379,9.867325705,9.657681489,9.84707792,8.254232596,10.12927085,9.174505614,9.545035963,9.469936614,8.778858763,9.777336671,9.969297101,9.306868596,10.3867838,9.958965012,9.178796949,9.660656081,9.44159919,8.823417558,9.571075395,8.113714958,8.669053424,9.303783704,9.082305826,9.84886889,8.759820497,9.107719837,9.578547164,8.612507039,9.796133024,9.048391201,9.570917469,8.454753534,8.916253512,9.185825747,8.988955174,9.032309515,9.04804847,8.979912631,9.065683194,10.16692919,9.53498837,9.858310286,10.11994324,8.897504435,9.683420416,8.505935585,8.260829733,7.971838776,9.84843048,9.146613034,9.932823248,7.974578985,10.26043418,7.747828295,10.1946657,9.782190525,9.979979737,9.853958282,9.90614108,8.425034524,8.054061659,8.360302855,9.159933495,8.762866602,10.09552835,7.812616413,9.850292147,8.24547445
RAPA_at,11.24832786,10.78297113,10.56577555,10.26599443,11.09735587,11.03029271,9.635032891,11.06583073,10.32518913,10.89884485,10.79076245,9.632952464,11.05107967,11.09824897,10.14541865,11.51344215,11.07660877,10.51695074,10.85308096,10.89823236,10.52760051,10.92174497,9.475005449,10.20068869,8.761826664,8.214022079,9.204805318,8.046388261,9.53042312,8.656391191,8.555896308,8.85285161,9.636021056,10.11087915,8.819831164,8.854888545,9.63467871,9.26092604,9.541730287,9.429350459,9.305325645,9.798854146,11.14612632,9.948392325,10.02763445,11.48089658,9.695302718,11.07536401,9.070900971,10.76269379,10.49434031,11.20652783,9.878171172,11.74598434,9.144289398,11.79596221,9.563144472,11.90296084,11.72343009,11.80816661,10.77720727,10.9628275,9.071968638,9.483612248,9.560886048,10.96669046,9.837285221,11.31733354,9.311091407,11.57216264,9.935848832
YPSB_at,10.0166508,9.789166949,9.891574128,9.204195485,8.450152371,8.35101712,7.853067235,9.726845373,8.849607895,7.475671631,7.625426934,7.425423029,8.985848864,9.762349959,8.704429499,9.866780516,9.922618678,9.631666206,8.205636809,9.37553836,9.017150627,8.673731979,7.748238892,8.496943756,9.131759462,8.478101819,9.475696931,8.878998096,9.403600752,9.309410648,8.965979412,9.524529684,9.322841771,9.44137228,8.683054487,9.181669173,8.678000636,8.879204371,9.223724596,8.180947444,9.057962293,9.323868834,9.104030168,7.210508177,8.83892299,8.705237437,8.040621445,8.562226538,7.208666496,6.352172632,6.897683915,8.59938376,7.803985192,8.961454395,7.259361527,8.987891294,6.676401128,9.279451426,8.791620876,9.35116643,8.629032651,9.406471272,7.79523424,6.71132722,6.554040601,7.716651201,7.657184567,9.198813381,6.548874458,9.229241999,6.332068301
GUAB_at,9.035920377,8.709489659,8.713414204,8.783243349,6.774404406,6.958885668,7.468459863,9.319901353,8.25893117,6.779555841,7.264360169,7.556695262,8.361891073,8.615991726,7.961964322,9.58378499,9.945333327,8.332787305,8.100186988,9.491058266,7.840787047,7.916407118,6.744612682,7.799837201,7.119639417,6.22312563,8.619183905,7.633977401,8.144473199,8.529004445,7.842151047,8.800713723,8.305617982,8.923605664,9.436169226,7.906995367,8.59697124,9.830946081,7.751081102,8.618976998,9.71415151,8.444254476,7.483334606,7.971492523,8.516892476,7.104526324,7.57547793,7.430492035,7.029617733,6.493980848,6.800609408,7.614556857,6.889637887,7.732893989,6.685948505,7.974998861,6.352581735,8.085916288,7.364880474,8.067613962,8.746382833,7.672322708,6.990525492,6.206382545,6.070980035,6.64537597,6.382237822,7.257046135,6.589074951,8.31906726,6.517131229
YOQP_at,5.528643249,6.474408592,6.083093877,6.673308626,7.202545977,6.419035863,8.867469143,5.613816992,8.037112395,6.737150417,7.0881018,6.819100227,7.373942483,6.134555054,7.493802513,5.487294735,5.417779083,6.534365919,7.392091388,6.733607039,8.101885245,8.348667124,7.573528935,8.512017448,8.453748371,8.02050552,5.851349412,7.506239255,6.385278504,6.502513873,7.817112316,6.257590623,6.509366571,7.188072543,8.268756161,7.810843919,7.595895481,7.301486006,7.679851618,7.550955049,7.622826603,6.872617631,6.463707401,6.260962892,6.005109381,6.209414113,6.916723193,7.68438043,7.333804618,6.837801938,8.847362144,6.483309318,7.189476435,6.674189765,8.579885737,5.100491892,7.93256109,4.638941413,6.535302802,5.658922448,6.634466858,5.911335242,6.823458434,7.907142749,7.1656068,7.741163404,7.273193997,4.833744831,7.100688267,5.159876255,6.868057469
YOCH_at,8.742830429,9.095259341,10.00265047,10.02262987,7.053406473,8.013933591,7.766087423,9.586059888,9.762839211,7.369202754,7.547974071,9.053913108,8.288285861,9.387189232,9.415706491,9.203022981,9.317517031,8.195934909,7.810712055,8.494623534,7.35479377,7.567234046,6.733880843,7.29555496,8.571920614,8.312116277,9.349094642,9.010211413,8.166812146,9.135591953,8.00953435,9.3363943,7.566191805,9.2051423,7.237409209,7.782396713,8.142008255,7.749528441,7.923855875,7.831786624,7.57626686,7.890889537,8.087006239,9.550125421,10.46639084,7.251036988,9.589752695,7.83938358,8.392434159,5.742691872,6.500139056,7.09489293,8.522110151,7.93374061,7.975971743,8.464312512,7.315507426,7.332392164,8.97114098,8.612734815,8.800126266,9.025278756,9.338877973,6.81150978,8.046802707,6.527797062,8.530397418,7.59365629,7.182989779,8.049944301,7.11809252
CARB_at,9.689536865,9.058026085,9.380167459,9.327897602,10.29816014,10.05171405,8.665275034,9.562885433,8.897592535,9.556618548,9.273101139,8.891460468,9.65773248,9.563467922,8.829815933,8.459335365,7.848211995,9.325806915,8.9461458,8.222012569,9.010797124,8.2112432,8.888846224,7.710995923,8.16140418,8.752730993,8.962154342,8.521542336,9.386156502,8.816418231,9.231173935,8.872667407,9.431302002,9.002569455,8.484059098,9.015362379,8.455873992,8.090171092,9.211190956,8.64605059,8.511142572,9.26323138,9.88022698,9.425298209,9.531809208,10.22620134,8.913271855,9.806568346,8.594547266,11.14152856,12.15519508,11.39874062,9.435062732,11.20438708,9.131861028,11.44216382,10.04242639,11.2537283,11.22187031,10.96089897,8.131520705,10.15457696,8.782028277,9.939341232,8.558455187,8.545671379,8.721313916,11.02862486,8.634361312,8.142655408,8.388224406
PURC_at,10.3027133,9.874410998,9.94711844,9.453833046,9.169650144,9.694064386,8.280877742,10.00975969,8.814100805,7.646472306,7.922578583,8.217236681,9.386765926,10.02070916,9.03205266,10.75211061,11.02280966,9.866503976,9.78078735,10.87415658,9.981465702,9.975738386,8.428940632,10.34239685,8.576624643,8.703303411,9.344581041,8.721052515,9.929589499,9.582259083,9.085857122,9.803728867,9.824242731,10.33207741,9.200824744,9.133725351,9.821840326,9.518210536,9.849670319,10.47447313,9.011069944,9.682164869,9.722920863,8.235716874,9.60477094,9.682234472,8.427653285,8.724562512,8.400493431,10.12946789,10.64525715,10.95335565,11.06272637,9.800198969,8.052767996,9.765163246,7.935110504,10.30903148,10.00391119,10.03771562,9.890711264,9.345086299,8.94674807,8.071688247,9.50472944,10.96291984,10.06359842,11.43924525,9.627645191,12.60601822,11.81291465
AHPC_at,11.7513188,11.56778231,11.34007062,11.32232074,10.04783342,10.4038714,11.04568439,11.53671523,10.7856595,10.44520196,10.48743541,9.570840198,10.9299584,11.12945595,10.50095626,11.3106236,11.2128307,11.43117536,11.02263425,11.12890585,11.437413,11.34544987,10.07957802,10.12468776,10.28931183,10.47218396,11.01809876,11.18342096,11.99529731,11.43912712,11.46295457,11.69213464,11.62184098,12.10438886,11.71912559,11.53754987,12.02884917,11.77079224,11.75730486,12.02969199,11.79159237,11.87748231,11.22353368,10.49051824,10.24082615,11.66856746,11.29888149,10.74037503,10.15107763,7.922895346,9.268235091,10.91206679,10.58045226,10.55060955,8.266649847,10.2431216,8.142667331,11.38092441,10.47468992,10.67514211,11.07020074,11.21016747,10.13159128,9.661720224,9.18513461,11.4693396,9.431718364,11.5481172,8.400194363,11.10424841,9.575962689
GAPB_at,12.28371373,11.78522401,11.43001277,11.26054483,10.53835635,10.78501451,10.88439765,11.16309273,10.09806601,10.33571454,10.47946895,8.682048708,10.85738354,11.02727468,9.78691305,10.68610351,10.704964,8.852474242,9.846623646,10.22513876,8.41490177,10.14180529,8.357685986,9.927125285,9.985895756,10.11571887,9.982142519,9.296012692,8.776823943,9.741605675,8.350178159,9.774900114,7.894734467,10.25341217,8.850926765,9.622674892,10.22272722,9.489534757,9.129645483,10.19129063,9.539697219,9.32977358,11.59578632,10.11405018,10.31867961,10.61616825,10.49076278,11.18483617,9.714425194,8.159668678,8.99837719,9.877312308,9.72863435,9.337009222,8.701265826,9.299357983,8.44128099,10.34281266,9.054082788,9.600235845,9.204729184,9.799401001,8.998079971,10.29934922,9.009889783,9.969255586,9.365504372,11.26817721,8.326073917,11.02570972,8.703044876
YOPG_i_at,6.322321951,6.877714616,6.445747018,7.581743838,7.674770454,7.037825498,9.234160251,5.443594891,8.838758155,7.550460158,7.617290775,7.520673464,7.731894604,6.113634067,7.285239132,5.864684878,5.946619354,6.774687262,7.709740648,7.12580957,8.328816884,8.534795654,7.98028078,9.045920949,8.455607533,8.241738856,5.898635262,7.674618547,6.984815901,6.697999905,7.943471128,6.629031123,6.987234029,8.153361602,8.279188121,8.511204686,8.410647054,7.77975046,8.295316049,8.123944198,8.251354434,7.53587803,6.762930424,6.77943809,6.569365548,7.041335938,8.087407658,8.468281606,8.177303058,7.571559339,9.580690471,7.104335375,7.625771925,6.803046356,8.935193596,5.882839477,8.272420119,5.401286823,7.420183665,6.303393677,7.732317742,6.243128501,7.193472572,8.35287873,7.505150293,8.127003162,7.481434925,5.503209361,7.567516042,6.094712187,7.564575961
YOEB_at,9.476304916,9.305904417,8.587648997,8.285246091,8.03628663,7.627104056,7.959663857,9.819075893,8.964400481,8.016878205,8.391867124,7.473195176,8.744681989,9.547474783,8.527340013,10.23163643,9.844712415,9.460880129,8.810787832,9.242959434,8.195054803,8.918702478,7.038795864,8.614687318,8.251524049,8.502420818,8.797423511,8.20655261,10.53936576,8.927654856,9.603771703,8.930817795,9.567629339,10.27113488,9.446673512,8.76704532,9.639556783,10.03690013,9.145790673,9.238081418,9.396204984,8.753963977,8.400259525,7.607899154,7.431482086,9.923670705,7.402552638,7.696047518,7.40957611,7.654588725,7.340372383,8.306587337,7.558643178,8.219346993,7.584491948,8.640594004,7.442484526,10.39152704,7.956125914,8.920335528,9.177898234,8.397174792,6.729244153,7.627598921,6.85342339,8.076448998,6.919314015,8.67355056,6.852021202,8.636631136,7.035430398
